-3.11,5.43,7.75, 0.12,-0.06,-0.10
-3.89,6.55,7.92, 0.35,-0.17,0.08
-3.06,4.94,7.13, 0.13,-0.19,0.16
-3.72,5.45,8.01, 0.58,-0.23,0.18
-3.86,6.79,9.27, 1.07,-0.37,0.77
-4.23,6.25,8.65, 2.13,-0.32,1.38
-3.68,7.31,7.90, 2.93,-0.09,2.05
-3.13,8.29,7.43, 2.51,0.38,2.03
-2.56,7.69,7.01, 1.88,0.17,1.63
-1.75,7.28,6.17, 1.67,0.39,1.61
0.22,7.36,4.82, 1.48,0.55,1.80
-0.15,8.54,2.94, 1.24,0.73,1.29
0.28,9.54,2.82, 0.55,-0.30,1.50
0.87,10.17,2.23, 0.50,-0.63,0.92
-0.75,11.96,1.43, 0.74,-1.20,1.44
-1.33,14.40,1.17, 0.08,-1.68,2.29
-1.24,14.60,0.69, -0.77,-2.72,2.97
-0.62,11.34,0.95, -0.86,-3.77,3.97
0.65,6.73,2.60, -0.68,-3.49,4.58
1.47,1.83,2.94, -1.70,-2.92,4.43
0.50,-3.53,3.30, -3.09,-3.74,2.94
2.48,-9.67,-2.06, -3.42,-3.53,0.22
9.99,-12.16,-8.04, -0.17,-2.30,-1.91
14.39,-2.79,-8.37, 1.44,-0.60,-4.83
11.50,0.62,-12.65, 1.65,0.71,-6.90
1.64,7.54,-14.27, 4.21,3.21,-6.91
-2.07,22.13,-15.26, 3.82,3.89,-4.03
1.85,20.43,-12.82, 0.27,3.19,-3.96
-3.54,19.90,-9.80, -0.37,4.23,-3.09
-6.75,20.98,-5.74, -1.79,2.59,-0.45
-7.69,16.94,-2.67, -2.85,1.64,0.67
-6.93,12.19,-0.63, -3.14,-0.21,1.95
-4.80,8.60,-0.17, -3.24,-1.06,2.96
-2.63,5.34,0.99, -2.71,-0.54,3.26
-0.12,4.21,2.03, -2.49,-0.85,3.26
0.75,2.64,2.89, -2.65,-1.60,3.00
2.36,1.09,3.21, -2.78,-3.20,2.64
4.62,-1.81,3.06, -2.19,-4.11,1.98
4.87,-2.74,3.05, -0.92,-4.31,2.05
5.02,-4.42,0.77, -0.61,-4.51,1.12
5.92,-5.60,-3.47, -0.51,-3.84,0.19
8.99,-7.87,-10.75, 0.45,-2.97,-2.42
16.60,-3.26,-17.37, 2.23,-0.43,-3.94
18.50,-0.13,-20.75, 2.63,1.35,-5.59
14.37,6.31,-19.35, 3.41,4.41,-6.67
1.58,9.26,-17.40, 2.72,6.38,-8.73
-14.22,7.19,-12.02, 1.28,6.27,-8.12
-17.76,15.49,-7.50, 4.31,3.08,-0.60
-9.60,19.31,-3.17, 0.90,0.64,-1.50
-6.90,8.82,-5.24, -0.92,-0.06,-0.81
-3.41,7.88,-5.08, -0.04,1.57,1.89
-1.14,6.63,-4.05, -0.65,0.01,0.29
-1.12,7.24,-3.51, -0.25,0.31,0.53
-0.63,7.74,-3.65, -0.33,0.82,0.33
-0.30,7.76,-3.98, -0.43,0.17,-0.16
-0.18,8.98,-4.58, -0.57,-0.58,0.01
1.12,9.23,-3.79, -0.71,-0.35,-0.08
0.03,9.19,-4.23, -0.60,0.01,-0.12
0.11,10.84,-4.37, -0.65,-0.42,0.27
0.53,12.11,-3.97, -0.97,0.02,0.02
1.46,12.57,-5.77, -1.21,0.06,0.61
2.29,12.96,-5.41, -1.29,0.65,1.07
0.90,13.15,-5.09, -1.56,0.68,1.60
0.70,12.50,-4.73, -2.33,0.34,1.78
0.43,11.82,-2.67, -2.81,0.69,2.16
0.57,8.51,-0.64, -3.71,-0.26,2.15
1.92,5.32,1.60, -3.67,-0.87,1.96
1.78,3.97,3.40, -3.42,-1.50,1.92
2.94,1.55,5.03, -2.90,-2.69,1.85
3.77,0.66,5.16, -2.13,-3.16,1.40
4.58,-0.85,3.95, -1.72,-3.42,0.74
6.20,-2.85,2.13, -0.72,-3.30,0.05
6.27,-1.64,-0.77, 0.13,-3.27,-0.74
8.43,0.61,-3.70, 0.14,-3.22,-2.07
10.26,1.24,-7.16, 1.76,-1.90,-2.95
9.12,8.62,-8.44, 2.67,-0.63,-2.48
7.13,11.74,-8.82, 1.14,-0.17,-3.40
6.51,10.35,-8.07, 0.26,0.42,-3.56
6.14,8.77,-8.13, 0.97,1.24,-3.39
3.84,14.14,-8.23, 1.36,2.53,-3.23
-0.36,17.49,-8.26, -0.27,2.76,-3.24
-0.11,15.27,-6.59, -0.58,2.83,-2.16
-3.13,15.04,-5.52, -0.95,2.74,-1.49
-6.84,16.50,-3.05, -1.50,2.06,0.29
-4.96,13.75,-2.18, -2.70,0.31,0.87
-3.42,11.23,-1.41, -2.22,0.92,1.52
-3.75,10.31,-0.67, -2.26,-0.08,2.11
-3.23,9.23,0.08, -1.87,0.71,2.71
-1.18,7.93,1.03, -2.38,-0.00,2.62
-0.28,5.01,2.00, -2.58,-0.52,2.25
0.99,3.81,3.24, -2.33,-1.42,1.99
2.65,2.93,3.93, -2.51,-2.49,1.64
3.19,0.58,4.97, -1.91,-3.76,1.60
3.50,0.00,5.58, -0.92,-3.83,1.61
4.89,-2.33,3.70, -0.24,-4.16,1.43
4.93,-4.05,0.57, 0.68,-4.19,1.41
4.36,-5.30,-4.23, 0.69,-3.86,0.61
10.24,-9.40,-11.29, 0.71,-3.65,-0.86
19.56,-6.02,-16.45, 2.51,-0.46,-4.36
15.77,-0.51,-19.09, 3.55,0.45,-6.40
11.07,4.03,-20.50, 4.19,2.31,-7.14
2.72,9.75,-22.57, 4.39,4.51,-8.38
-19.38,10.17,-21.71, 2.76,5.92,-7.51
-15.84,25.51,-11.52, -0.46,-1.16,-2.36
-6.27,15.38,-7.30, -3.56,3.09,-0.20
-5.85,2.53,-0.56, -3.29,2.59,0.21
-2.35,2.91,3.22, -1.44,0.69,-0.25
-0.66,4.96,1.26, -0.40,0.44,-0.25
-0.33,7.75,-0.70, 0.05,0.38,-0.07
0.71,8.40,-2.08, -0.43,-0.07,-0.27
