0.32,4.03,8.68, -0.26,0.21,-0.01
0.10,4.07,9.11, -0.29,0.22,0.01
-0.20,4.16,9.07, -0.18,0.16,0.00
0.09,3.78,9.23, -0.19,0.01,0.03
0.09,3.56,8.98, -0.07,0.01,0.03
-0.03,3.81,9.05, -0.10,-0.01,0.02
-0.02,3.95,9.39, -0.06,-0.06,0.06
-0.64,4.65,10.81, 0.07,-0.41,0.19
-0.18,4.41,10.31, -0.23,-0.67,0.30
0.16,4.09,10.94, -0.24,-0.94,0.44
0.56,3.35,10.17, -0.37,-1.09,0.66
0.85,2.08,9.46, -0.67,-1.06,0.64
1.39,0.92,8.81, -0.49,-1.08,0.49
2.01,0.32,8.02, -0.43,-0.83,0.10
2.48,0.60,7.73, -0.54,-0.38,-0.40
2.28,1.85,8.14, -0.45,-0.02,-0.66
1.79,2.86,8.57, -0.25,0.17,-0.63
1.58,3.91,8.82, -0.08,0.18,-0.51
1.83,3.84,9.14, -0.32,0.06,-0.35
2.42,2.97,8.73, -0.28,-0.03,-0.38
2.55,2.65,8.04, -0.17,0.12,-0.46
2.28,3.13,8.76, -0.13,0.18,-0.60
2.50,3.36,8.34, 0.02,0.09,-0.53
2.15,3.65,7.07, 0.26,0.45,-0.43
1.79,4.51,8.42, 1.14,0.56,-0.26
1.60,5.52,9.02, 1.08,0.64,0.01
0.91,5.68,9.39, 0.52,0.66,0.33
0.51,4.36,10.38, -0.15,0.38,0.27
0.90,3.57,10.69, 0.49,0.05,0.31
0.32,4.13,11.48, 0.90,0.04,0.30
0.28,5.36,12.38, 1.00,-0.30,0.49
0.18,6.41,11.73, 1.03,-0.61,0.77
0.02,7.86,11.25, 1.04,-0.71,1.03
0.50,8.71,10.52, 1.24,-0.82,1.55
0.59,8.79,10.04, 0.99,-1.03,2.07
1.56,7.47,8.66, 1.01,-1.21,2.32
2.18,6.59,7.49, 1.10,-1.23,2.51
2.75,6.16,6.99, 1.06,-1.38,2.69
3.73,6.60,6.02, 1.51,-1.55,2.62
4.54,7.48,4.48, 2.18,-1.32,2.99
5.73,9.36,1.70, 2.72,-1.36,4.06
7.05,6.67,0.63, 1.99,-0.05,5.49
4.20,1.99,4.22, 0.91,0.59,5.81
4.63,-5.76,3.21, -0.84,0.22,4.60
3.80,-11.87,4.46, -0.67,0.41,2.91
4.99,-10.49,4.13, 0.15,0.34,1.34
6.68,-5.05,4.83, 0.06,0.13,0.48
8.10,-3.10,4.02, -0.52,0.08,0.27
9.54,-3.39,4.36, -0.51,0.08,0.34
9.76,-8.51,7.22, -0.07,-0.10,0.41
9.61,-13.91,9.72, -0.51,-0.75,-0.20
9.59,-17.76,5.76, -1.07,-1.05,-1.66
8.24,-14.93,5.35, -0.87,-0.92,-3.54
5.26,-8.12,2.90, -1.55,-0.67,-5.60
1.94,-0.65,3.19, -1.42,0.03,-6.75
-5.23,4.73,4.89, -0.95,0.41,-6.77
-9.70,11.18,6.73, -1.72,0.44,-6.71
-7.16,18.92,7.77, -1.68,1.11,-5.81
-3.37,21.20,4.69, 0.05,-0.40,-3.09
4.34,18.68,-1.14, 2.32,-2.81,0.43
5.86,7.75,0.23, 1.45,0.22,2.09
3.43,3.83,3.34, -0.51,0.48,0.59
5.27,5.94,3.34, -0.34,0.41,-0.26
4.94,7.41,4.80, 0.03,0.40,-0.14
5.31,7.81,4.20, -0.05,-0.06,0.02
5.22,7.07,3.83, 0.19,-0.04,0.09
5.32,7.13,2.88, 0.08,-0.10,0.01
4.81,8.49,3.00, 0.02,-0.05,0.03
5.00,8.87,2.46, 0.12,0.01,0.25
4.82,9.29,2.87, 0.43,0.44,0.54
4.04,9.90,3.34, 0.40,0.50,0.88
3.06,10.18,2.88, 0.61,0.54,1.17
2.53,11.08,3.19, 0.80,0.54,1.75
1.84,10.91,2.50, 0.26,0.44,2.36
3.89,8.49,2.30, 0.27,0.56,3.10
3.76,6.72,2.08, 0.42,0.81,3.40
5.88,4.78,2.90, 0.65,0.95,3.63
5.63,3.40,3.10, 0.49,0.90,3.85
7.06,1.48,3.01, 0.24,1.10,3.95
6.86,-0.10,3.14, 0.48,1.38,4.14
7.15,-2.21,5.37, 0.58,1.51,4.14
7.03,-5.91,7.72, 0.21,1.18,3.31
7.61,-9.28,9.18, -0.10,1.00,2.07
7.13,-10.75,10.28, -0.03,0.49,1.25
7.25,-9.15,9.18, 0.07,-0.17,0.34
8.22,-5.02,5.91, 0.12,-0.35,-0.23
8.53,-1.81,4.89, 0.04,-0.08,-0.28
8.64,-1.41,4.78, -0.06,0.06,-0.06
8.03,-4.18,6.59, 0.04,0.12,0.10
7.31,-10.30,9.99, -0.12,0.00,-0.04
5.28,-19.14,13.76, -0.95,-0.76,-1.14
3.87,-23.90,12.31, -1.41,-1.99,-3.44
1.37,-14.18,6.69, -1.53,-2.27,-6.41
-1.89,1.37,4.70, -2.41,-1.45,-8.34
-10.01,5.41,3.74, -2.98,-0.39,-8.73
-17.66,14.68,6.60, -1.70,1.22,-8.73
-17.51,27.55,12.59, -3.04,2.61,-8.06
-2.21,38.66,0.82, 2.33,-3.23,-3.26
7.78,15.48,1.67, 3.78,-0.92,4.51
-1.44,1.77,5.76, -1.95,0.07,3.00
6.31,0.71,-1.01, -1.11,-0.23,-1.02
4.71,9.90,4.79, 1.88,0.79,-0.60
4.64,11.15,6.10, -0.53,0.13,0.12
4.61,6.64,4.20, -0.53,0.09,0.53
4.25,6.58,4.75, 0.46,-0.14,0.37
4.65,6.58,4.29, 0.24,-0.32,0.33
4.84,6.64,3.28, 0.12,-0.22,0.15
5.06,6.87,3.24, 0.28,0.10,0.01
4.56,8.53,4.21, -0.00,0.28,-0.07
4.07,9.95,3.95, 0.01,0.23,0.08
3.39,10.21,4.00, 0.69,0.09,0.51
2.54,11.05,3.26, 0.98,0.28,1.11
0.34,12.09,2.13, 0.98,0.63,2.14
0.20,11.14,2.12, 0.92,0.48,3.26
1.26,8.85,2.05, 0.85,0.82,4.06
2.80,5.28,1.23, 0.64,1.25,4.11
4.18,4.43,1.39, 1.12,1.37,4.38
7.18,2.64,1.47, 0.73,1.94,4.51
5.96,0.74,4.02, 0.46,2.48,4.46
7.87,-1.75,7.10, -0.03,1.86,3.80
7.49,-7.43,8.16, -0.29,1.86,2.72
6.97,-8.56,11.09, 0.09,1.44,1.47
7.25,-6.70,11.82, 0.10,0.45,1.14
7.77,-5.14,9.24, -0.33,0.31,0.41
7.59,-1.55,7.95, 0.01,0.20,0.24
7.73,-0.26,7.33, -0.20,-0.07,0.52
7.49,-3.02,6.22, -0.29,0.13,0.44
6.64,-5.20,8.01, 0.08,0.05,0.29
5.84,-9.85,10.06, -0.46,-0.31,-0.12
4.40,-17.93,11.51, -0.50,-0.79,-1.08
0.85,-25.39,13.18, -0.52,-2.11,-2.97
-2.19,-18.27,5.01, -1.20,-2.55,-6.46
-7.50,0.70,3.17, -1.92,-0.92,-8.73
-15.39,9.84,4.70, -2.37,-0.27,-8.73
-15.52,21.46,4.54, -1.64,1.24,-8.73
-8.59,25.74,12.93, -1.79,2.11,-6.32
-5.79,19.74,9.07, -0.92,-0.64,-1.28
-1.36,12.46,3.95, 1.39,-2.12,0.80
2.18,8.58,1.78, 1.47,-1.29,1.29
2.74,6.64,4.22, 0.81,-0.02,0.84
2.45,7.01,4.88, -0.10,0.16,-0.18
2.65,8.69,5.64, 0.41,0.29,-0.26
1.99,9.43,5.48, 0.32,0.23,-0.01
2.12,9.02,5.25, 0.21,0.17,0.23
2.22,8.61,4.84, 0.18,0.21,0.40
1.87,9.13,4.75, 0.45,0.25,0.56
1.73,9.94,4.96, 0.57,0.25,0.67
1.47,10.73,4.47, 0.52,0.55,0.82
0.61,12.14,5.28, 1.15,0.59,1.39
-0.22,13.17,5.25, 1.06,0.19,2.08
