-1.77,5.14,8.43, -0.04,-0.04,-0.03
-1.24,5.57,8.07, 0.21,0.06,0.05
-2.38,5.53,8.04, 0.07,0.14,-0.00
-2.39,5.51,8.05, 0.21,-0.07,0.06
-2.49,5.38,7.63, 0.53,0.06,0.30
-3.30,5.55,7.86, 0.91,-0.11,0.35
-2.36,5.61,7.38, 1.29,-0.02,0.41
-3.32,7.11,7.08, 1.63,0.21,0.82
-3.81,7.43,5.86, 1.83,0.85,1.47
-3.27,6.87,5.90, 1.01,1.08,1.24
-2.52,5.94,5.21, 1.16,1.36,1.07
-2.60,7.35,4.95, 1.37,1.20,1.05
-2.96,8.00,4.98, 1.24,0.75,0.75
-3.01,7.84,5.19, 1.28,0.58,0.59
-1.73,7.97,4.13, 1.52,0.67,0.94
-1.14,8.69,3.20, 1.68,-0.17,0.88
-0.41,9.64,1.92, 1.74,-0.24,1.17
2.24,9.11,1.08, 0.87,0.13,1.15
1.88,9.05,0.98, 0.19,-1.06,0.25
2.08,8.52,1.46, -0.31,-0.34,0.12
1.80,6.46,1.59, -0.31,1.66,-0.28
1.33,3.99,2.05, 0.09,1.44,-1.08
0.98,4.02,2.21, 0.98,0.57,-2.03
0.86,6.04,1.90, 1.80,0.07,-2.46
-1.93,9.57,1.00, 2.16,-1.10,-2.90
-4.12,12.98,0.48, 2.19,-1.13,-2.38
-4.95,15.21,-0.99, 1.57,-0.00,-1.94
-6.04,15.92,-1.86, 0.45,0.28,-1.46
-4.24,14.35,-3.36, -0.02,0.17,-0.21
-3.28,12.80,-3.25, 0.60,0.95,0.64
-2.72,13.56,-3.97, 0.23,1.68,1.22
-1.41,13.06,-5.99, 0.44,2.78,2.15
-0.72,13.90,-7.07, 0.24,3.41,2.61
-1.43,14.68,-7.49, -0.31,3.70,2.95
-1.55,12.56,-6.85, -1.26,3.81,2.98
-1.48,10.31,-6.17, -0.86,3.76,3.00
-1.75,7.45,-3.71, -1.31,3.91,2.62
-1.26,2.94,-2.22, -1.45,4.14,1.88
