-3.07,6.53,6.38, -0.07,0.02,-0.05
-3.06,6.43,6.42, -0.08,-0.03,-0.07
-2.31,5.77,6.39, -0.39,-0.36,-0.26
-3.49,7.35,6.44, -0.49,-0.39,-0.24
-3.61,6.19,7.00, -0.05,0.16,-0.10
-4.05,6.25,7.63, 0.79,-0.04,0.60
-4.56,7.68,8.15, 1.83,0.74,1.49
-3.92,8.16,7.65, 1.06,-0.57,1.21
-2.94,6.96,7.43, 1.46,-0.93,1.40
-2.19,7.39,6.58, 1.94,-0.89,1.42
-0.78,6.87,5.29, 2.07,-1.41,1.16
0.06,7.52,3.91, 2.35,-1.21,1.03
0.50,7.28,2.91, 2.43,-1.25,0.76
1.16,7.63,1.89, 3.34,-0.72,0.93
1.96,9.22,0.60, 3.13,-0.64,0.66
1.63,9.60,-0.78, 2.41,-0.76,0.19
0.67,10.20,-1.73, 2.38,0.04,0.15
0.21,10.98,-2.74, 1.06,-0.32,0.17
0.96,8.63,-3.00, 0.23,-0.79,-0.28
0.63,9.06,-3.38, 1.38,-0.32,0.36
-0.05,9.96,-3.43, 0.75,0.06,-0.11
-0.65,9.48,-3.87, 0.22,-0.19,-0.04
-1.70,9.80,-4.14, 0.17,0.19,-0.09
-3.75,10.06,-5.16, -0.05,0.35,0.04
-6.16,9.97,-6.09, -0.24,0.72,0.08
-4.72,8.98,-7.07, 0.03,1.09,0.54
-4.87,9.73,-8.76, -0.10,0.61,0.97
-0.24,11.10,-4.76, -1.22,3.88,0.71
1.89,7.88,-2.09, -2.23,0.18,-0.05
4.59,8.15,-0.21, -1.94,-0.28,0.15
6.84,8.39,2.56, -2.41,-0.27,0.20
10.35,4.98,6.09, -1.59,1.49,0.92
2.95,4.05,10.41, -0.56,-0.02,0.85
4.23,9.79,4.93, -0.05,-0.81,-1.33
6.35,13.27,1.00, -0.41,-1.21,0.19
5.09,11.36,1.27, -0.97,-0.13,-0.01
2.95,9.50,1.53, -0.51,0.20,0.80
4.18,8.16,1.82, -1.11,-0.20,0.76
5.27,5.15,1.75, -0.21,0.49,-0.03
4.60,7.98,3.98, 0.88,0.49,0.66
3.24,8.55,6.13, -0.70,-0.86,-0.39
6.31,5.11,4.69, -0.48,-1.99,-1.12
5.61,5.60,2.68, 1.86,-1.36,-1.04
1.16,12.67,1.52, 2.65,-1.01,-0.39
0.43,10.02,-1.61, -0.35,-1.85,-1.19
1.87,5.91,-3.31, 1.27,-1.00,-1.47
-2.90,9.44,-0.85, 3.43,0.89,-1.28
-4.80,11.10,-3.37, 1.45,-0.10,-0.90
-2.74,12.55,-5.51, 0.63,0.22,-0.33
-2.48,10.01,-5.04, -0.25,-0.42,-0.28
-2.37,9.17,-3.84, 0.48,0.10,0.01
-1.56,10.46,-3.07, -0.71,-1.15,-0.09
-0.39,8.90,-2.92, -0.52,-0.51,-0.01
0.25,9.75,-2.54, 0.32,-0.08,0.25
-0.07,9.83,-2.01, 0.12,-0.22,0.11
0.02,9.64,-1.65, 0.07,-0.45,0.21
0.79,9.48,-2.21, 0.09,-0.18,0.05
0.37,9.25,-2.25, 0.05,0.07,-0.11
-0.21,9.51,-2.49, 0.09,-0.04,0.03
-0.68,9.76,-3.43, 0.07,-0.01,0.05
-1.45,9.50,-3.57, 0.07,0.20,0.16
-2.61,9.77,-4.10, 0.09,0.43,0.26
-3.95,9.66,-5.44, -0.20,0.88,0.23
-3.71,10.19,-5.99, 0.00,1.00,0.67
-3.13,10.29,-6.70, -0.31,0.87,0.99
-2.35,9.11,-6.22, -1.15,-0.37,1.78
1.04,8.34,-3.64, -1.37,3.61,0.36
1.00,7.47,-0.62, -1.58,-0.26,0.71
2.83,11.36,0.39, -3.19,-0.42,0.35
8.18,6.97,0.38, -2.54,0.43,-0.10
6.37,5.24,9.11, -1.91,-0.87,1.62
6.26,-2.46,10.21, -0.14,-0.22,-1.17
5.66,9.40,4.36, 0.66,-0.79,-1.25
7.69,14.94,-0.53, 0.55,0.12,-0.92
6.55,13.84,0.59, -0.48,-0.27,0.33
4.24,8.60,2.29, -0.75,0.70,-0.28
3.16,7.47,3.77, -0.04,0.21,0.33
2.78,9.43,3.00, 0.02,-0.31,0.22
5.27,8.12,3.16, -0.22,-0.74,0.08
4.48,5.61,4.49, 1.04,-0.12,-0.26
3.25,9.92,3.37, 1.46,-0.96,-0.42
4.26,9.20,1.36, 0.90,-1.25,-1.03
1.63,9.44,-0.96, 2.73,-0.60,-0.29
0.39,12.60,-1.89, 1.19,-1.76,0.03
0.32,8.16,-3.14, -1.52,-1.52,-1.51
-2.84,9.59,-2.04, 1.32,0.76,-0.93
-4.30,9.68,-4.29, 0.08,0.97,-1.44
-3.11,9.93,-3.88, 1.31,1.73,-0.15
-3.59,10.13,-4.86, -0.45,-0.92,-0.48
-2.37,8.93,-3.29, -0.80,-1.77,-0.53
-1.71,10.29,-1.76, 0.19,0.02,0.25
-1.20,9.90,-1.67, -0.45,0.05,-0.13
-0.23,9.16,-1.47, -0.38,-0.36,-0.08
0.16,9.55,-1.15, 0.05,0.19,0.05
-0.37,9.47,-0.95, -0.10,-0.07,-0.22
-0.62,9.88,-1.00, 0.02,0.01,-0.12
-0.72,10.14,-1.35, -0.06,-0.12,0.04
-1.61,9.51,-1.51, 0.03,0.12,0.05
-2.60,9.35,-1.98, 0.23,0.30,0.19
-3.64,9.65,-2.84, 0.36,0.49,0.27
-3.69,9.01,-3.07, 0.16,0.51,0.38
-3.78,8.90,-3.41, 0.29,0.33,0.57
-3.95,9.67,-3.55, -0.38,-0.13,0.57
-2.90,9.11,-2.67, -0.57,0.17,0.60
-0.17,10.92,-0.65, -0.52,1.75,1.05
0.34,9.78,-2.00, -1.54,1.48,-0.10
0.94,9.47,-1.34, -1.06,0.97,0.59
2.79,12.55,-0.72, -1.24,0.99,0.37
5.88,9.29,2.97, -1.94,-1.34,-0.09
6.48,6.85,6.71, -0.10,0.05,1.56
5.61,4.30,8.38, -0.97,-0.92,-0.29
4.40,8.34,2.66, 0.73,-0.43,-0.74
6.28,14.40,-1.32, 0.29,0.13,0.47
4.79,9.89,0.19, -1.01,0.17,-0.09
3.32,7.27,2.66, -0.46,0.37,0.31
1.87,9.62,2.94, -0.29,0.28,0.13
3.44,7.72,2.73, -0.58,-0.25,-0.46
4.67,8.97,2.75, 0.15,-0.40,-0.07
4.16,9.84,3.68, 0.28,-0.13,-0.36
3.11,9.52,3.69, -0.18,-0.60,-0.81
4.63,7.58,2.56, 0.31,-0.66,-0.65
2.93,8.65,1.24, 2.76,-0.17,0.18
0.32,11.15,0.31, 2.68,-0.60,0.01
-0.06,9.87,-1.00, -0.30,-1.04,-0.98
-0.74,8.41,-1.32, 1.33,-0.58,-0.67
-3.53,9.49,-2.67, 1.70,0.36,-0.47
-2.45,10.17,-4.17, 1.16,0.80,-0.45
-3.22,9.11,-4.67, 0.15,0.10,-0.65
-3.63,9.22,-3.61, 0.79,0.28,0.37
-1.99,9.53,-5.24, -0.51,-1.49,-0.14
-1.24,9.07,-4.07, -0.13,-1.12,-0.30
-1.68,10.69,-3.06, 0.71,0.35,0.46
-0.68,10.01,-2.90, -0.58,-0.23,0.06
-0.10,8.69,-2.37, -0.28,-0.37,0.05
0.10,9.48,-2.06, 0.03,0.04,-0.01
-0.03,9.62,-2.08, -0.02,-0.12,-0.06
-0.25,9.83,-2.40, 0.01,0.00,0.06
-0.05,9.67,-2.41, -0.21,-0.13,-0.04
0.01,9.25,-2.34, 0.02,-0.03,-0.02
-1.30,9.73,-2.51, 0.17,0.19,0.06
-2.00,9.62,-3.56, 0.03,0.12,0.08
-3.30,9.54,-4.40, 0.03,0.65,0.06
-4.39,8.64,-4.73, 0.12,1.23,0.25
-4.66,8.68,-5.48, 0.17,1.38,0.58
-2.98,9.56,-5.32, -0.55,0.34,0.51
-2.16,8.40,-3.97, -0.67,-0.68,1.05
0.97,10.04,0.49, -1.11,2.68,0.54
1.24,9.57,-1.33, -1.72,2.78,-0.58
1.33,10.83,0.35, -2.45,-0.14,0.24
2.61,11.00,-1.52, -1.12,1.14,-0.01
6.20,12.35,1.57, -1.60,-0.84,0.67
6.26,5.48,7.87, -1.04,0.08,0.43
3.30,2.29,9.62, -0.10,-0.49,0.33
6.10,7.55,3.95, 0.45,-0.31,-0.81
4.35,13.43,0.51, 0.04,0.06,-0.72
4.67,11.87,0.18, -0.45,-0.33,-0.24
3.49,10.64,1.66, -0.37,0.32,0.06
2.13,9.31,3.87, -1.03,-0.17,0.20
4.37,7.25,3.91, -0.81,-1.01,0.13
5.42,8.36,3.86, -0.30,-0.81,0.04
5.14,6.89,5.48, 0.25,-0.43,-0.46
4.43,7.52,3.82, 1.65,-0.69,-0.23
2.58,11.12,2.09, 1.22,-1.30,-0.02
1.72,6.13,-0.97, 1.90,-0.91,-0.84
-0.88,9.01,-0.61, 3.58,-0.44,-0.03
-5.00,9.41,-1.85, 0.64,-0.93,-1.01
-4.19,9.08,-3.86, 1.13,-0.16,-1.07
-4.75,12.55,-5.14, 1.65,0.85,0.00
-3.58,9.84,-6.35, -0.78,-0.56,-0.61
-1.51,9.58,-5.57, -0.09,-1.07,0.09
-2.07,9.31,-3.56, 0.01,-0.53,-0.03
-1.29,9.25,-3.09, 0.14,-0.37,0.07
-0.53,9.74,-2.87, -0.06,-0.11,0.22
-0.22,8.88,-2.86, -0.24,-0.34,-0.07
-0.17,9.70,-2.99, 0.07,-0.05,0.04
-0.13,9.37,-2.52, -0.07,-0.16,-0.08
-0.42,8.98,-2.21, -0.10,-0.21,-0.11
-0.36,9.09,-2.72, -0.01,-0.06,-0.04
-0.79,9.15,-2.82, 0.04,-0.01,-0.15
-1.70,9.78,-3.02, 0.02,0.10,-0.14
-2.50,9.88,-3.78, -0.06,0.42,-0.04
-3.58,9.80,-4.84, 0.05,0.92,0.05
-3.19,10.06,-4.86, -0.10,0.86,0.18
-5.22,9.73,-5.45, -0.26,1.13,0.30
-3.95,8.03,-4.47, -0.20,0.38,0.87
-2.87,8.04,-5.57, -0.01,0.75,0.91
-1.86,9.13,-3.00, -0.90,4.61,0.14
0.36,9.18,-2.31, -1.99,0.72,0.14
1.47,9.72,-1.93, -2.48,1.72,-0.88
1.91,10.24,0.63, -1.63,-0.25,-0.18
4.63,12.30,3.72, -1.49,0.67,0.65
